surat_nomor,ayat_nomor,audio_01_juhany,audio_02_qasim,audio_03_sudais,audio_04_dossari,audio_05_afasy,audio_06_yasser
20,32,https://cdn.equran.id/audio-partial/Abdullah-Al-Juhany/020032.mp3,https://cdn.equran.id/audio-partial/Abdul-Muhsin-Al-Qasim/020032.mp3,https://cdn.equran.id/audio-partial/Abdurrahman-as-Sudais/020032.mp3,https://cdn.equran.id/audio-partial/Ibrahim-Al-Dossari/020032.mp3,https://cdn.equran.id/audio-partial/Misyari-Rasyid-Al-Afasi/020032.mp3,https://cdn.equran.id/audio-partial/Yasser-Al-Dosari/020032.mp3
20,33,https://cdn.equran.id/audio-partial/Abdullah-Al-Juhany/020033.mp3,https://cdn.equran.id/audio-partial/Abdul-Muhsin-Al-Qasim/020033.mp3,https://cdn.equran.id/audio-partial/Abdurrahman-as-Sudais/020033.mp3,https://cdn.equran.id/audio-partial/Ibrahim-Al-Dossari/020033.mp3,https://cdn.equran.id/audio-partial/Misyari-Rasyid-Al-Afasi/020033.mp3,https://cdn.equran.id/audio-partial/Yasser-Al-Dosari/020033.mp3
20,34,https://cdn.equran.id/audio-partial/Abdullah-Al-Juhany/020034.mp3,https://cdn.equran.id/audio-partial/Abdul-Muhsin-Al-Qasim/020034.mp3,https://cdn.equran.id/audio-partial/Abdurrahman-as-Sudais/020034.mp3,https://cdn.equran.id/audio-partial/Ibrahim-Al-Dossari/020034.mp3,https://cdn.equran.id/audio-partial/Misyari-Rasyid-Al-Afasi/020034.mp3,https://cdn.equran.id/audio-partial/Yasser-Al-Dosari/020034.mp3
20,35,https://cdn.equran.id/audio-partial/Abdullah-Al-Juhany/020035.mp3,https://cdn.equran.id/audio-partial/Abdul-Muhsin-Al-Qasim/020035.mp3,https://cdn.equran.id/audio-partial/Abdurrahman-as-Sudais/020035.mp3,https://cdn.equran.id/audio-partial/Ibrahim-Al-Dossari/020035.mp3,https://cdn.equran.id/audio-partial/Misyari-Rasyid-Al-Afasi/020035.mp3,https://cdn.equran.id/audio-partial/Yasser-Al-Dosari/020035.mp3
20,36,https://cdn.equran.id/audio-partial/Abdullah-Al-Juhany/020036.mp3,https://cdn.equran.id/audio-partial/Abdul-Muhsin-Al-Qasim/020036.mp3,https://cdn.equran.id/audio-partial/Abdurrahman-as-Sudais/020036.mp3,https://cdn.equran.id/audio-partial/Ibrahim-Al-Dossari/020036.mp3,https://cdn.equran.id/audio-partial/Misyari-Rasyid-Al-Afasi/020036.mp3,https://cdn.equran.id/audio-partial/Yasser-Al-Dosari/020036.mp3
20,37,https://cdn.equran.id/audio-partial/Abdullah-Al-Juhany/020037.mp3,https://cdn.equran.id/audio-partial/Abdul-Muhsin-Al-Qasim/020037.mp3,https://cdn.equran.id/audio-partial/Abdurrahman-as-Sudais/020037.mp3,https://cdn.equran.id/audio-partial/Ibrahim-Al-Dossari/020037.mp3,https://cdn.equran.id/audio-partial/Misyari-Rasyid-Al-Afasi/020037.mp3,https://cdn.equran.id/audio-partial/Yasser-Al-Dosari/020037.mp3
20,38,https://cdn.equran.id/audio-partial/Abdullah-Al-Juhany/020038.mp3,https://cdn.equran.id/audio-partial/Abdul-Muhsin-Al-Qasim/020038.mp3,https://cdn.equran.id/audio-partial/Abdurrahman-as-Sudais/020038.mp3,https://cdn.equran.id/audio-partial/Ibrahim-Al-Dossari/020038.mp3,https://cdn.equran.id/audio-partial/Misyari-Rasyid-Al-Afasi/020038.mp3,https://cdn.equran.id/audio-partial/Yasser-Al-Dosari/020038.mp3
20,39,https://cdn.equran.id/audio-partial/Abdullah-Al-Juhany/020039.mp3,https://cdn.equran.id/audio-partial/Abdul-Muhsin-Al-Qasim/020039.mp3,https://cdn.equran.id/audio-partial/Abdurrahman-as-Sudais/020039.mp3,https://cdn.equran.id/audio-partial/Ibrahim-Al-Dossari/020039.mp3,https://cdn.equran.id/audio-partial/Misyari-Rasyid-Al-Afasi/020039.mp3,https://cdn.equran.id/audio-partial/Yasser-Al-Dosari/020039.mp3
20,40,https://cdn.equran.id/audio-partial/Abdullah-Al-Juhany/020040.mp3,https://cdn.equran.id/audio-partial/Abdul-Muhsin-Al-Qasim/020040.mp3,https://cdn.equran.id/audio-partial/Abdurrahman-as-Sudais/020040.mp3,https://cdn.equran.id/audio-partial/Ibrahim-Al-Dossari/020040.mp3,https://cdn.equran.id/audio-partial/Misyari-Rasyid-Al-Afasi/020040.mp3,https://cdn.equran.id/audio-partial/Yasser-Al-Dosari/020040.mp3
20,41,https://cdn.equran.id/audio-partial/Abdullah-Al-Juhany/020041.mp3,https://cdn.equran.id/audio-partial/Abdul-Muhsin-Al-Qasim/020041.mp3,https://cdn.equran.id/audio-partial/Abdurrahman-as-Sudais/020041.mp3,https://cdn.equran.id/audio-partial/Ibrahim-Al-Dossari/020041.mp3,https://cdn.equran.id/audio-partial/Misyari-Rasyid-Al-Afasi/020041.mp3,https://cdn.equran.id/audio-partial/Yasser-Al-Dosari/020041.mp3
20,42,https://cdn.equran.id/audio-partial/Abdullah-Al-Juhany/020042.mp3,https://cdn.equran.id/audio-partial/Abdul-Muhsin-Al-Qasim/020042.mp3,https://cdn.equran.id/audio-partial/Abdurrahman-as-Sudais/020042.mp3,https://cdn.equran.id/audio-partial/Ibrahim-Al-Dossari/020042.mp3,https://cdn.equran.id/audio-partial/Misyari-Rasyid-Al-Afasi/020042.mp3,https://cdn.equran.id/audio-partial/Yasser-Al-Dosari/020042.mp3
20,43,https://cdn.equran.id/audio-partial/Abdullah-Al-Juhany/020043.mp3,https://cdn.equran.id/audio-partial/Abdul-Muhsin-Al-Qasim/020043.mp3,https://cdn.equran.id/audio-partial/Abdurrahman-as-Sudais/020043.mp3,https://cdn.equran.id/audio-partial/Ibrahim-Al-Dossari/020043.mp3,https://cdn.equran.id/audio-partial/Misyari-Rasyid-Al-Afasi/020043.mp3,https://cdn.equran.id/audio-partial/Yasser-Al-Dosari/020043.mp3
20,44,https://cdn.equran.id/audio-partial/Abdullah-Al-Juhany/020044.mp3,https://cdn.equran.id/audio-partial/Abdul-Muhsin-Al-Qasim/020044.mp3,https://cdn.equran.id/audio-partial/Abdurrahman-as-Sudais/020044.mp3,https://cdn.equran.id/audio-partial/Ibrahim-Al-Dossari/020044.mp3,https://cdn.equran.id/audio-partial/Misyari-Rasyid-Al-Afasi/020044.mp3,https://cdn.equran.id/audio-partial/Yasser-Al-Dosari/020044.mp3
20,45,https://cdn.equran.id/audio-partial/Abdullah-Al-Juhany/020045.mp3,https://cdn.equran.id/audio-partial/Abdul-Muhsin-Al-Qasim/020045.mp3,https://cdn.equran.id/audio-partial/Abdurrahman-as-Sudais/020045.mp3,https://cdn.equran.id/audio-partial/Ibrahim-Al-Dossari/020045.mp3,https://cdn.equran.id/audio-partial/Misyari-Rasyid-Al-Afasi/020045.mp3,https://cdn.equran.id/audio-partial/Yasser-Al-Dosari/020045.mp3
20,46,https://cdn.equran.id/audio-partial/Abdullah-Al-Juhany/020046.mp3,https://cdn.equran.id/audio-partial/Abdul-Muhsin-Al-Qasim/020046.mp3,https://cdn.equran.id/audio-partial/Abdurrahman-as-Sudais/020046.mp3,https://cdn.equran.id/audio-partial/Ibrahim-Al-Dossari/020046.mp3,https://cdn.equran.id/audio-partial/Misyari-Rasyid-Al-Afasi/020046.mp3,https://cdn.equran.id/audio-partial/Yasser-Al-Dosari/020046.mp3
20,47,https://cdn.equran.id/audio-partial/Abdullah-Al-Juhany/020047.mp3,https://cdn.equran.id/audio-partial/Abdul-Muhsin-Al-Qasim/020047.mp3,https://cdn.equran.id/audio-partial/Abdurrahman-as-Sudais/020047.mp3,https://cdn.equran.id/audio-partial/Ibrahim-Al-Dossari/020047.mp3,https://cdn.equran.id/audio-partial/Misyari-Rasyid-Al-Afasi/020047.mp3,https://cdn.equran.id/audio-partial/Yasser-Al-Dosari/020047.mp3
20,48,https://cdn.equran.id/audio-partial/Abdullah-Al-Juhany/020048.mp3,https://cdn.equran.id/audio-partial/Abdul-Muhsin-Al-Qasim/020048.mp3,https://cdn.equran.id/audio-partial/Abdurrahman-as-Sudais/020048.mp3,https://cdn.equran.id/audio-partial/Ibrahim-Al-Dossari/020048.mp3,https://cdn.equran.id/audio-partial/Misyari-Rasyid-Al-Afasi/020048.mp3,https://cdn.equran.id/audio-partial/Yasser-Al-Dosari/020048.mp3
20,49,https://cdn.equran.id/audio-partial/Abdullah-Al-Juhany/020049.mp3,https://cdn.equran.id/audio-partial/Abdul-Muhsin-Al-Qasim/020049.mp3,https://cdn.equran.id/audio-partial/Abdurrahman-as-Sudais/020049.mp3,https://cdn.equran.id/audio-partial/Ibrahim-Al-Dossari/020049.mp3,https://cdn.equran.id/audio-partial/Misyari-Rasyid-Al-Afasi/020049.mp3,https://cdn.equran.id/audio-partial/Yasser-Al-Dosari/020049.mp3
20,50,https://cdn.equran.id/audio-partial/Abdullah-Al-Juhany/020050.mp3,https://cdn.equran.id/audio-partial/Abdul-Muhsin-Al-Qasim/020050.mp3,https://cdn.equran.id/audio-partial/Abdurrahman-as-Sudais/020050.mp3,https://cdn.equran.id/audio-partial/Ibrahim-Al-Dossari/020050.mp3,https://cdn.equran.id/audio-partial/Misyari-Rasyid-Al-Afasi/020050.mp3,https://cdn.equran.id/audio-partial/Yasser-Al-Dosari/020050.mp3
20,51,https://cdn.equran.id/audio-partial/Abdullah-Al-Juhany/020051.mp3,https://cdn.equran.id/audio-partial/Abdul-Muhsin-Al-Qasim/020051.mp3,https://cdn.equran.id/audio-partial/Abdurrahman-as-Sudais/020051.mp3,https://cdn.equran.id/audio-partial/Ibrahim-Al-Dossari/020051.mp3,https://cdn.equran.id/audio-partial/Misyari-Rasyid-Al-Afasi/020051.mp3,https://cdn.equran.id/audio-partial/Yasser-Al-Dosari/020051.mp3
20,52,https://cdn.equran.id/audio-partial/Abdullah-Al-Juhany/020052.mp3,https://cdn.equran.id/audio-partial/Abdul-Muhsin-Al-Qasim/020052.mp3,https://cdn.equran.id/audio-partial/Abdurrahman-as-Sudais/020052.mp3,https://cdn.equran.id/audio-partial/Ibrahim-Al-Dossari/020052.mp3,https://cdn.equran.id/audio-partial/Misyari-Rasyid-Al-Afasi/020052.mp3,https://cdn.equran.id/audio-partial/Yasser-Al-Dosari/020052.mp3
20,53,https://cdn.equran.id/audio-partial/Abdullah-Al-Juhany/020053.mp3,https://cdn.equran.id/audio-partial/Abdul-Muhsin-Al-Qasim/020053.mp3,https://cdn.equran.id/audio-partial/Abdurrahman-as-Sudais/020053.mp3,https://cdn.equran.id/audio-partial/Ibrahim-Al-Dossari/020053.mp3,https://cdn.equran.id/audio-partial/Misyari-Rasyid-Al-Afasi/020053.mp3,https://cdn.equran.id/audio-partial/Yasser-Al-Dosari/020053.mp3
20,54,https://cdn.equran.id/audio-partial/Abdullah-Al-Juhany/020054.mp3,https://cdn.equran.id/audio-partial/Abdul-Muhsin-Al-Qasim/020054.mp3,https://cdn.equran.id/audio-partial/Abdurrahman-as-Sudais/020054.mp3,https://cdn.equran.id/audio-partial/Ibrahim-Al-Dossari/020054.mp3,https://cdn.equran.id/audio-partial/Misyari-Rasyid-Al-Afasi/020054.mp3,https://cdn.equran.id/audio-partial/Yasser-Al-Dosari/020054.mp3
20,55,https://cdn.equran.id/audio-partial/Abdullah-Al-Juhany/020055.mp3,https://cdn.equran.id/audio-partial/Abdul-Muhsin-Al-Qasim/020055.mp3,https://cdn.equran.id/audio-partial/Abdurrahman-as-Sudais/020055.mp3,https://cdn.equran.id/audio-partial/Ibrahim-Al-Dossari/020055.mp3,https://cdn.equran.id/audio-partial/Misyari-Rasyid-Al-Afasi/020055.mp3,https://cdn.equran.id/audio-partial/Yasser-Al-Dosari/020055.mp3
20,56,https://cdn.equran.id/audio-partial/Abdullah-Al-Juhany/020056.mp3,https://cdn.equran.id/audio-partial/Abdul-Muhsin-Al-Qasim/020056.mp3,https://cdn.equran.id/audio-partial/Abdurrahman-as-Sudais/020056.mp3,https://cdn.equran.id/audio-partial/Ibrahim-Al-Dossari/020056.mp3,https://cdn.equran.id/audio-partial/Misyari-Rasyid-Al-Afasi/020056.mp3,https://cdn.equran.id/audio-partial/Yasser-Al-Dosari/020056.mp3
20,57,https://cdn.equran.id/audio-partial/Abdullah-Al-Juhany/020057.mp3,https://cdn.equran.id/audio-partial/Abdul-Muhsin-Al-Qasim/020057.mp3,https://cdn.equran.id/audio-partial/Abdurrahman-as-Sudais/020057.mp3,https://cdn.equran.id/audio-partial/Ibrahim-Al-Dossari/020057.mp3,https://cdn.equran.id/audio-partial/Misyari-Rasyid-Al-Afasi/020057.mp3,https://cdn.equran.id/audio-partial/Yasser-Al-Dosari/020057.mp3
20,58,https://cdn.equran.id/audio-partial/Abdullah-Al-Juhany/020058.mp3,https://cdn.equran.id/audio-partial/Abdul-Muhsin-Al-Qasim/020058.mp3,https://cdn.equran.id/audio-partial/Abdurrahman-as-Sudais/020058.mp3,https://cdn.equran.id/audio-partial/Ibrahim-Al-Dossari/020058.mp3,https://cdn.equran.id/audio-partial/Misyari-Rasyid-Al-Afasi/020058.mp3,https://cdn.equran.id/audio-partial/Yasser-Al-Dosari/020058.mp3
20,59,https://cdn.equran.id/audio-partial/Abdullah-Al-Juhany/020059.mp3,https://cdn.equran.id/audio-partial/Abdul-Muhsin-Al-Qasim/020059.mp3,https://cdn.equran.id/audio-partial/Abdurrahman-as-Sudais/020059.mp3,https://cdn.equran.id/audio-partial/Ibrahim-Al-Dossari/020059.mp3,https://cdn.equran.id/audio-partial/Misyari-Rasyid-Al-Afasi/020059.mp3,https://cdn.equran.id/audio-partial/Yasser-Al-Dosari/020059.mp3
20,60,https://cdn.equran.id/audio-partial/Abdullah-Al-Juhany/020060.mp3,https://cdn.equran.id/audio-partial/Abdul-Muhsin-Al-Qasim/020060.mp3,https://cdn.equran.id/audio-partial/Abdurrahman-as-Sudais/020060.mp3,https://cdn.equran.id/audio-partial/Ibrahim-Al-Dossari/020060.mp3,https://cdn.equran.id/audio-partial/Misyari-Rasyid-Al-Afasi/020060.mp3,https://cdn.equran.id/audio-partial/Yasser-Al-Dosari/020060.mp3
20,61,https://cdn.equran.id/audio-partial/Abdullah-Al-Juhany/020061.mp3,https://cdn.equran.id/audio-partial/Abdul-Muhsin-Al-Qasim/020061.mp3,https://cdn.equran.id/audio-partial/Abdurrahman-as-Sudais/020061.mp3,https://cdn.equran.id/audio-partial/Ibrahim-Al-Dossari/020061.mp3,https://cdn.equran.id/audio-partial/Misyari-Rasyid-Al-Afasi/020061.mp3,https://cdn.equran.id/audio-partial/Yasser-Al-Dosari/020061.mp3
20,62,https://cdn.equran.id/audio-partial/Abdullah-Al-Juhany/020062.mp3,https://cdn.equran.id/audio-partial/Abdul-Muhsin-Al-Qasim/020062.mp3,https://cdn.equran.id/audio-partial/Abdurrahman-as-Sudais/020062.mp3,https://cdn.equran.id/audio-partial/Ibrahim-Al-Dossari/020062.mp3,https://cdn.equran.id/audio-partial/Misyari-Rasyid-Al-Afasi/020062.mp3,https://cdn.equran.id/audio-partial/Yasser-Al-Dosari/020062.mp3
20,63,https://cdn.equran.id/audio-partial/Abdullah-Al-Juhany/020063.mp3,https://cdn.equran.id/audio-partial/Abdul-Muhsin-Al-Qasim/020063.mp3,https://cdn.equran.id/audio-partial/Abdurrahman-as-Sudais/020063.mp3,https://cdn.equran.id/audio-partial/Ibrahim-Al-Dossari/020063.mp3,https://cdn.equran.id/audio-partial/Misyari-Rasyid-Al-Afasi/020063.mp3,https://cdn.equran.id/audio-partial/Yasser-Al-Dosari/020063.mp3
20,64,https://cdn.equran.id/audio-partial/Abdullah-Al-Juhany/020064.mp3,https://cdn.equran.id/audio-partial/Abdul-Muhsin-Al-Qasim/020064.mp3,https://cdn.equran.id/audio-partial/Abdurrahman-as-Sudais/020064.mp3,https://cdn.equran.id/audio-partial/Ibrahim-Al-Dossari/020064.mp3,https://cdn.equran.id/audio-partial/Misyari-Rasyid-Al-Afasi/020064.mp3,https://cdn.equran.id/audio-partial/Yasser-Al-Dosari/020064.mp3
20,65,https://cdn.equran.id/audio-partial/Abdullah-Al-Juhany/020065.mp3,https://cdn.equran.id/audio-partial/Abdul-Muhsin-Al-Qasim/020065.mp3,https://cdn.equran.id/audio-partial/Abdurrahman-as-Sudais/020065.mp3,https://cdn.equran.id/audio-partial/Ibrahim-Al-Dossari/020065.mp3,https://cdn.equran.id/audio-partial/Misyari-Rasyid-Al-Afasi/020065.mp3,https://cdn.equran.id/audio-partial/Yasser-Al-Dosari/020065.mp3
20,66,https://cdn.equran.id/audio-partial/Abdullah-Al-Juhany/020066.mp3,https://cdn.equran.id/audio-partial/Abdul-Muhsin-Al-Qasim/020066.mp3,https://cdn.equran.id/audio-partial/Abdurrahman-as-Sudais/020066.mp3,https://cdn.equran.id/audio-partial/Ibrahim-Al-Dossari/020066.mp3,https://cdn.equran.id/audio-partial/Misyari-Rasyid-Al-Afasi/020066.mp3,https://cdn.equran.id/audio-partial/Yasser-Al-Dosari/020066.mp3
20,67,https://cdn.equran.id/audio-partial/Abdullah-Al-Juhany/020067.mp3,https://cdn.equran.id/audio-partial/Abdul-Muhsin-Al-Qasim/020067.mp3,https://cdn.equran.id/audio-partial/Abdurrahman-as-Sudais/020067.mp3,https://cdn.equran.id/audio-partial/Ibrahim-Al-Dossari/020067.mp3,https://cdn.equran.id/audio-partial/Misyari-Rasyid-Al-Afasi/020067.mp3,https://cdn.equran.id/audio-partial/Yasser-Al-Dosari/020067.mp3
20,68,https://cdn.equran.id/audio-partial/Abdullah-Al-Juhany/020068.mp3,https://cdn.equran.id/audio-partial/Abdul-Muhsin-Al-Qasim/020068.mp3,https://cdn.equran.id/audio-partial/Abdurrahman-as-Sudais/020068.mp3,https://cdn.equran.id/audio-partial/Ibrahim-Al-Dossari/020068.mp3,https://cdn.equran.id/audio-partial/Misyari-Rasyid-Al-Afasi/020068.mp3,https://cdn.equran.id/audio-partial/Yasser-Al-Dosari/020068.mp3
20,69,https://cdn.equran.id/audio-partial/Abdullah-Al-Juhany/020069.mp3,https://cdn.equran.id/audio-partial/Abdul-Muhsin-Al-Qasim/020069.mp3,https://cdn.equran.id/audio-partial/Abdurrahman-as-Sudais/020069.mp3,https://cdn.equran.id/audio-partial/Ibrahim-Al-Dossari/020069.mp3,https://cdn.equran.id/audio-partial/Misyari-Rasyid-Al-Afasi/020069.mp3,https://cdn.equran.id/audio-partial/Yasser-Al-Dosari/020069.mp3
20,70,https://cdn.equran.id/audio-partial/Abdullah-Al-Juhany/020070.mp3,https://cdn.equran.id/audio-partial/Abdul-Muhsin-Al-Qasim/020070.mp3,https://cdn.equran.id/audio-partial/Abdurrahman-as-Sudais/020070.mp3,https://cdn.equran.id/audio-partial/Ibrahim-Al-Dossari/020070.mp3,https://cdn.equran.id/audio-partial/Misyari-Rasyid-Al-Afasi/020070.mp3,https://cdn.equran.id/audio-partial/Yasser-Al-Dosari/020070.mp3
20,71,https://cdn.equran.id/audio-partial/Abdullah-Al-Juhany/020071.mp3,https://cdn.equran.id/audio-partial/Abdul-Muhsin-Al-Qasim/020071.mp3,https://cdn.equran.id/audio-partial/Abdurrahman-as-Sudais/020071.mp3,https://cdn.equran.id/audio-partial/Ibrahim-Al-Dossari/020071.mp3,https://cdn.equran.id/audio-partial/Misyari-Rasyid-Al-Afasi/020071.mp3,https://cdn.equran.id/audio-partial/Yasser-Al-Dosari/020071.mp3
20,72,https://cdn.equran.id/audio-partial/Abdullah-Al-Juhany/020072.mp3,https://cdn.equran.id/audio-partial/Abdul-Muhsin-Al-Qasim/020072.mp3,https://cdn.equran.id/audio-partial/Abdurrahman-as-Sudais/020072.mp3,https://cdn.equran.id/audio-partial/Ibrahim-Al-Dossari/020072.mp3,https://cdn.equran.id/audio-partial/Misyari-Rasyid-Al-Afasi/020072.mp3,https://cdn.equran.id/audio-partial/Yasser-Al-Dosari/020072.mp3
20,73,https://cdn.equran.id/audio-partial/Abdullah-Al-Juhany/020073.mp3,https://cdn.equran.id/audio-partial/Abdul-Muhsin-Al-Qasim/020073.mp3,https://cdn.equran.id/audio-partial/Abdurrahman-as-Sudais/020073.mp3,https://cdn.equran.id/audio-partial/Ibrahim-Al-Dossari/020073.mp3,https://cdn.equran.id/audio-partial/Misyari-Rasyid-Al-Afasi/020073.mp3,https://cdn.equran.id/audio-partial/Yasser-Al-Dosari/020073.mp3
20,74,https://cdn.equran.id/audio-partial/Abdullah-Al-Juhany/020074.mp3,https://cdn.equran.id/audio-partial/Abdul-Muhsin-Al-Qasim/020074.mp3,https://cdn.equran.id/audio-partial/Abdurrahman-as-Sudais/020074.mp3,https://cdn.equran.id/audio-partial/Ibrahim-Al-Dossari/020074.mp3,https://cdn.equran.id/audio-partial/Misyari-Rasyid-Al-Afasi/020074.mp3,https://cdn.equran.id/audio-partial/Yasser-Al-Dosari/020074.mp3
20,75,https://cdn.equran.id/audio-partial/Abdullah-Al-Juhany/020075.mp3,https://cdn.equran.id/audio-partial/Abdul-Muhsin-Al-Qasim/020075.mp3,https://cdn.equran.id/audio-partial/Abdurrahman-as-Sudais/020075.mp3,https://cdn.equran.id/audio-partial/Ibrahim-Al-Dossari/020075.mp3,https://cdn.equran.id/audio-partial/Misyari-Rasyid-Al-Afasi/020075.mp3,https://cdn.equran.id/audio-partial/Yasser-Al-Dosari/020075.mp3
20,76,https://cdn.equran.id/audio-partial/Abdullah-Al-Juhany/020076.mp3,https://cdn.equran.id/audio-partial/Abdul-Muhsin-Al-Qasim/020076.mp3,https://cdn.equran.id/audio-partial/Abdurrahman-as-Sudais/020076.mp3,https://cdn.equran.id/audio-partial/Ibrahim-Al-Dossari/020076.mp3,https://cdn.equran.id/audio-partial/Misyari-Rasyid-Al-Afasi/020076.mp3,https://cdn.equran.id/audio-partial/Yasser-Al-Dosari/020076.mp3
20,77,https://cdn.equran.id/audio-partial/Abdullah-Al-Juhany/020077.mp3,https://cdn.equran.id/audio-partial/Abdul-Muhsin-Al-Qasim/020077.mp3,https://cdn.equran.id/audio-partial/Abdurrahman-as-Sudais/020077.mp3,https://cdn.equran.id/audio-partial/Ibrahim-Al-Dossari/020077.mp3,https://cdn.equran.id/audio-partial/Misyari-Rasyid-Al-Afasi/020077.mp3,https://cdn.equran.id/audio-partial/Yasser-Al-Dosari/020077.mp3
20,78,https://cdn.equran.id/audio-partial/Abdullah-Al-Juhany/020078.mp3,https://cdn.equran.id/audio-partial/Abdul-Muhsin-Al-Qasim/020078.mp3,https://cdn.equran.id/audio-partial/Abdurrahman-as-Sudais/020078.mp3,https://cdn.equran.id/audio-partial/Ibrahim-Al-Dossari/020078.mp3,https://cdn.equran.id/audio-partial/Misyari-Rasyid-Al-Afasi/020078.mp3,https://cdn.equran.id/audio-partial/Yasser-Al-Dosari/020078.mp3
20,79,https://cdn.equran.id/audio-partial/Abdullah-Al-Juhany/020079.mp3,https://cdn.equran.id/audio-partial/Abdul-Muhsin-Al-Qasim/020079.mp3,https://cdn.equran.id/audio-partial/Abdurrahman-as-Sudais/020079.mp3,https://cdn.equran.id/audio-partial/Ibrahim-Al-Dossari/020079.mp3,https://cdn.equran.id/audio-partial/Misyari-Rasyid-Al-Afasi/020079.mp3,https://cdn.equran.id/audio-partial/Yasser-Al-Dosari/020079.mp3
20,80,https://cdn.equran.id/audio-partial/Abdullah-Al-Juhany/020080.mp3,https://cdn.equran.id/audio-partial/Abdul-Muhsin-Al-Qasim/020080.mp3,https://cdn.equran.id/audio-partial/Abdurrahman-as-Sudais/020080.mp3,https://cdn.equran.id/audio-partial/Ibrahim-Al-Dossari/020080.mp3,https://cdn.equran.id/audio-partial/Misyari-Rasyid-Al-Afasi/020080.mp3,https://cdn.equran.id/audio-partial/Yasser-Al-Dosari/020080.mp3
20,81,https://cdn.equran.id/audio-partial/Abdullah-Al-Juhany/020081.mp3,https://cdn.equran.id/audio-partial/Abdul-Muhsin-Al-Qasim/020081.mp3,https://cdn.equran.id/audio-partial/Abdurrahman-as-Sudais/020081.mp3,https://cdn.equran.id/audio-partial/Ibrahim-Al-Dossari/020081.mp3,https://cdn.equran.id/audio-partial/Misyari-Rasyid-Al-Afasi/020081.mp3,https://cdn.equran.id/audio-partial/Yasser-Al-Dosari/020081.mp3
20,82,https://cdn.equran.id/audio-partial/Abdullah-Al-Juhany/020082.mp3,https://cdn.equran.id/audio-partial/Abdul-Muhsin-Al-Qasim/020082.mp3,https://cdn.equran.id/audio-partial/Abdurrahman-as-Sudais/020082.mp3,https://cdn.equran.id/audio-partial/Ibrahim-Al-Dossari/020082.mp3,https://cdn.equran.id/audio-partial/Misyari-Rasyid-Al-Afasi/020082.mp3,https://cdn.equran.id/audio-partial/Yasser-Al-Dosari/020082.mp3
20,83,https://cdn.equran.id/audio-partial/Abdullah-Al-Juhany/020083.mp3,https://cdn.equran.id/audio-partial/Abdul-Muhsin-Al-Qasim/020083.mp3,https://cdn.equran.id/audio-partial/Abdurrahman-as-Sudais/020083.mp3,https://cdn.equran.id/audio-partial/Ibrahim-Al-Dossari/020083.mp3,https://cdn.equran.id/audio-partial/Misyari-Rasyid-Al-Afasi/020083.mp3,https://cdn.equran.id/audio-partial/Yasser-Al-Dosari/020083.mp3
20,84,https://cdn.equran.id/audio-partial/Abdullah-Al-Juhany/020084.mp3,https://cdn.equran.id/audio-partial/Abdul-Muhsin-Al-Qasim/020084.mp3,https://cdn.equran.id/audio-partial/Abdurrahman-as-Sudais/020084.mp3,https://cdn.equran.id/audio-partial/Ibrahim-Al-Dossari/020084.mp3,https://cdn.equran.id/audio-partial/Misyari-Rasyid-Al-Afasi/020084.mp3,https://cdn.equran.id/audio-partial/Yasser-Al-Dosari/020084.mp3
20,85,https://cdn.equran.id/audio-partial/Abdullah-Al-Juhany/020085.mp3,https://cdn.equran.id/audio-partial/Abdul-Muhsin-Al-Qasim/020085.mp3,https://cdn.equran.id/audio-partial/Abdurrahman-as-Sudais/020085.mp3,https://cdn.equran.id/audio-partial/Ibrahim-Al-Dossari/020085.mp3,https://cdn.equran.id/audio-partial/Misyari-Rasyid-Al-Afasi/020085.mp3,https://cdn.equran.id/audio-partial/Yasser-Al-Dosari/020085.mp3
20,86,https://cdn.equran.id/audio-partial/Abdullah-Al-Juhany/020086.mp3,https://cdn.equran.id/audio-partial/Abdul-Muhsin-Al-Qasim/020086.mp3,https://cdn.equran.id/audio-partial/Abdurrahman-as-Sudais/020086.mp3,https://cdn.equran.id/audio-partial/Ibrahim-Al-Dossari/020086.mp3,https://cdn.equran.id/audio-partial/Misyari-Rasyid-Al-Afasi/020086.mp3,https://cdn.equran.id/audio-partial/Yasser-Al-Dosari/020086.mp3
20,87,https://cdn.equran.id/audio-partial/Abdullah-Al-Juhany/020087.mp3,https://cdn.equran.id/audio-partial/Abdul-Muhsin-Al-Qasim/020087.mp3,https://cdn.equran.id/audio-partial/Abdurrahman-as-Sudais/020087.mp3,https://cdn.equran.id/audio-partial/Ibrahim-Al-Dossari/020087.mp3,https://cdn.equran.id/audio-partial/Misyari-Rasyid-Al-Afasi/020087.mp3,https://cdn.equran.id/audio-partial/Yasser-Al-Dosari/020087.mp3
20,88,https://cdn.equran.id/audio-partial/Abdullah-Al-Juhany/020088.mp3,https://cdn.equran.id/audio-partial/Abdul-Muhsin-Al-Qasim/020088.mp3,https://cdn.equran.id/audio-partial/Abdurrahman-as-Sudais/020088.mp3,https://cdn.equran.id/audio-partial/Ibrahim-Al-Dossari/020088.mp3,https://cdn.equran.id/audio-partial/Misyari-Rasyid-Al-Afasi/020088.mp3,https://cdn.equran.id/audio-partial/Yasser-Al-Dosari/020088.mp3
